itemset	entry	name	InventoryType
516	22088	Soulforge Bracers	9
516	22090	Soulforge Gauntlets	10
517	22065	Sorcerer's Crown	1
517	22068	Sorcerer's Mantle	3
517	22062	Sorcerer's Belt	6
517	22067	Sorcerer's Leggings	7
517	22064	Sorcerer's Boots	8
517	22063	Sorcerer's Bindings	9
517	22066	Sorcerer's Gloves	10
517	22069	Sorcerer's Robes	20
518	22074	Deathmist Mask	1
518	22073	Deathmist Mantle	3
518	22070	Deathmist Belt	6
518	22072	Deathmist Leggings	7
518	22076	Deathmist Sandals	8
518	22071	Deathmist Bracers	9
518	22077	Deathmist Wraps	10
518	22075	Deathmist Robe	20
519	22097	Coif of The Five Thunders	1
519	22101	Pauldrons of The Five Thunders	3
519	22102	Vest of The Five Thunders	5
519	22098	Cord of The Five Thunders	6
519	22100	Kilt of The Five Thunders	7
519	22096	Boots of The Five Thunders	8
519	22095	Bindings of The Five Thunders	9
519	22099	Gauntlets of The Five Thunders	10
520	22302	Ironweave Cowl	1
520	22305	Ironweave Mantle	3
520	22306	Ironweave Belt	6
520	22303	Ironweave Pants	7
520	22311	Ironweave Boots	8
520	22313	Ironweave Bracers	9
520	22304	Ironweave Gloves	10
520	22301	Ironweave Robe	20
521	22490	Dreamwalker Headpiece	1
521	22491	Dreamwalker Spaulders	3
521	22488	Dreamwalker Tunic	5
521	22494	Dreamwalker Girdle	6
521	22489	Dreamwalker Legguards	7
521	22492	Dreamwalker Boots	8
521	22495	Dreamwalker Wristguards	9
521	22493	Dreamwalker Handguards	10
521	23064	Ring of the Dreamwalker	11
522	23257	Champion's Leather Helm	1
522	23258	Champion's Leather Shoulders	3
522	22879	Legionnaire's Leather Chestpiece	5
522	22880	Legionnaire's Leather Legguards	7
522	22856	Blood Guard's Leather Walkers	8
522	22864	Blood Guard's Leather Grips	10
523	22418	Dreadnaught Helmet	1
523	22419	Dreadnaught Pauldrons	3
523	22416	Dreadnaught Breastplate	5
523	22422	Dreadnaught Waistguard	6
523	22417	Dreadnaught Legplates	7
523	22420	Dreadnaught Sabatons	8
523	22423	Dreadnaught Bracers	9
523	22421	Dreadnaught Gauntlets	10
523	23059	Ring of the Dreadnaught	11
524	22478	Bonescythe Helmet	1
524	22479	Bonescythe Pauldrons	3
524	22476	Bonescythe Breastplate	5
524	22482	Bonescythe Waistguard	6
524	22477	Bonescythe Legplates	7
524	22480	Bonescythe Sabatons	8
524	22483	Bonescythe Bracers	9
524	22481	Bonescythe Gauntlets	10
524	23060	Bonescythe Ring	11
525	22514	Circlet of Faith	1
525	22515	Shoulderpads of Faith	3
525	22518	Belt of Faith	6
525	22513	Leggings of Faith	7
525	22516	Sandals of Faith	8
525	22519	Bindings of Faith	9
525	22517	Gloves of Faith	10
525	23061	Ring of Faith	11
525	22512	Robe of Faith	20
526	22498	Frostfire Circlet	1
526	22499	Frostfire Shoulderpads	3
526	22502	Frostfire Belt	6
526	22497	Frostfire Leggings	7
526	22500	Frostfire Sandals	8
526	22503	Frostfire Bindings	9
526	22501	Frostfire Gloves	10
526	23062	Frostfire Ring	11
526	22496	Frostfire Robe	20
527	22466	Earthshatter Headpiece	1
527	22467	Earthshatter Spaulders	3
527	22464	Earthshatter Tunic	5
527	22470	Earthshatter Girdle	6
527	22465	Earthshatter Legguards	7
527	22468	Earthshatter Boots	8
527	22471	Earthshatter Wristguards	9
527	22469	Earthshatter Handguards	10
527	23065	Ring of the Earthshatterer	11
528	22428	Redemption Headpiece	1
528	22429	Redemption Spaulders	3
528	22425	Redemption Tunic	5
528	22431	Redemption Girdle	6
528	22427	Redemption Legguards	7
528	22430	Redemption Boots	8
528	22424	Redemption Wristguards	9
528	22426	Redemption Handguards	10
528	23066	Ring of Redemption	11
529	22506	Plagueheart Circlet	1
529	22507	Plagueheart Shoulderpads	3
529	22510	Plagueheart Belt	6
529	22505	Plagueheart Leggings	7
529	22508	Plagueheart Sandals	8
529	22511	Plagueheart Bindings	9
529	22509	Plagueheart Gloves	10
529	23063	Plagueheart Ring	11
529	22504	Plagueheart Robe	20
530	22438	Cryptstalker Headpiece	1
530	22439	Cryptstalker Spaulders	3
530	22436	Cryptstalker Tunic	5
530	22442	Cryptstalker Girdle	6
530	22437	Cryptstalker Legguards	7
530	22440	Cryptstalker Boots	8
530	22443	Cryptstalker Wristguards	9
530	22441	Cryptstalker Handguards	10
530	23067	Ring of the Cryptstalker	11
533	23087	Breastplate of Undead Slaying	5
533	23090	Bracers of Undead Slaying	9
533	23078	Gauntlets of Undead Slaying	10
534	23089	Tunic of Undead Slaying	5
534	23093	Wristwraps of Undead Slaying	9
534	23081	Handwraps of Undead Slaying	10
535	23088	Chestguard of Undead Slaying	5
535	23092	Wristguards of Undead Slaying	9
535	23082	Handguards of Undead Slaying	10
536	23091	Bracers of Undead Cleansing	9
536	23084	Gloves of Undead Cleansing	10
536	23085	Robe of Undead Cleansing	20
537	23244	Champion's Plate Helm	1
537	23243	Champion's Plate Shoulders	3
537	22872	Legionnaire's Plate Hauberk	5
537	22873	Legionnaire's Plate Leggings	7
537	22858	Blood Guard's Plate Greaves	8
537	22868	Blood Guard's Plate Gauntlets	10
538	23259	Champion's Mail Headguard	1
538	23260	Champion's Mail Pauldrons	3
538	22876	Legionnaire's Mail Hauberk	5
538	22887	Legionnaire's Mail Legguards	7
538	22857	Blood Guard's Mail Greaves	8
538	22867	Blood Guard's Mail Vices	10
539	23253	Champion's Dragonhide Headguard	1
539	23254	Champion's Dragonhide Shoulders	3
539	22877	Legionnaire's Dragonhide Chestpiece	5
539	22878	Legionnaire's Dragonhide Leggings	7
539	22852	Blood Guard's Dragonhide Treads	8
539	22863	Blood Guard's Dragonhide Grips	10
540	23261	Champion's Satin Hood	1
540	23262	Champion's Satin Mantle	3
540	22882	Legionnaire's Satin Legguards	7
540	22859	Blood Guard's Satin Walkers	8
540	22869	Blood Guard's Satin Handwraps	10
540	22885	Legionnaire's Satin Tunic	20
541	23255	Champion's Dreadweave Cowl	1
541	23256	Champion's Dreadweave Spaulders	3
541	22881	Legionnaire's Dreadweave Legguards	7
541	22855	Blood Guard's Dreadweave Walkers	8
541	22865	Blood Guard's Dreadweave Handwraps	10
541	22884	Legionnaire's Dreadweave Tunic	20
542	23263	Champion's Silk Cowl	1
542	23264	Champion's Silk Mantle	3
542	22883	Legionnaire's Silk Legguards	7
542	22860	Blood Guard's Silk Walkers	8
542	22870	Blood Guard's Silk Handwraps	10
542	22886	Legionnaire's Silk Tunic	20
543	23251	Champion's Chain Helm	1
543	23252	Champion's Chain Shoulders	3
543	22874	Legionnaire's Chain Hauberk	5
543	22875	Legionnaire's Chain Legguards	7
543	22843	Blood Guard's Chain Greaves	8
543	22862	Blood Guard's Chain Vices	10
544	23276	Lieutenant Commander's Lamellar Headguard	1
544	23277	Lieutenant Commander's Lamellar Shoulders	3
544	23272	Knight-Captain's Lamellar Breastplate	5
544	23273	Knight-Captain's Lamellar Leggings	7
544	23275	Knight-Lieutenant's Lamellar Sabatons	8
544	23274	Knight-Lieutenant's Lamellar Gauntlets	10
545	23314	Lieutenant Commander's Plate Helmet	1
545	23315	Lieutenant Commander's Plate Shoulders	3
545	23300	Knight-Captain's Plate Hauberk	5
545	23301	Knight-Captain's Plate Leggings	7
545	23287	Knight-Lieutenant's Plate Greaves	8
545	23286	Knight-Lieutenant's Plate Gauntlets	10
546	23318	Lieutenant Commander's Silk Cowl	1
546	23319	Lieutenant Commander's Silk Mantle	3
546	23304	Knight-Captain's Silk Legguards	7
546	23291	Knight-Lieutenant's Silk Walkers	8
546	23290	Knight-Lieutenant's Silk Handwraps	10
546	23305	Knight-Captain's Silk Tunic	20
547	23310	Lieutenant Commander's Dreadweave Cowl	1
547	23311	Lieutenant Commander's Dreadweave Spaulders	3
547	23296	Knight-Captain's Dreadweave Legguards	7
547	23283	Knight-Lieutenant's Dreadweave Walkers	8
547	23282	Knight-Lieutenant's Dreadweave Handwraps	10
547	23297	Knight-Captain's Dreadweave Tunic	20
548	23312	Lieutenant Commander's Leather Helm	1
548	23313	Lieutenant Commander's Leather Shoulders	3
548	23298	Knight-Captain's Leather Chestpiece	5
548	23299	Knight-Captain's Leather Legguards	7
548	23285	Knight-Lieutenant's Leather Walkers	8
548	23284	Knight-Lieutenant's Leather Grips	10
549	23316	Lieutenant Commander's Satin Hood	1
549	23317	Lieutenant Commander's Satin Mantle	3
549	23302	Knight-Captain's Satin Legguards	7
549	23289	Knight-Lieutenant's Satin Walkers	8
549	23288	Knight-Lieutenant's Satin Handwraps	10
549	23303	Knight-Captain's Satin Tunic	20
550	23306	Lieutenant Commander's Chain Helm	1
550	23307	Lieutenant Commander's Chain Shoulders	3
550	23292	Knight-Captain's Chain Hauberk	5
550	23293	Knight-Captain's Chain Legguards	7
550	23278	Knight-Lieutenant's Chain Greaves	8
550	23279	Knight-Lieutenant's Chain Vices	10
551	23308	Lieutenant Commander's Dragonhide Headguard	1
551	23309	Lieutenant Commander's Dragonhide Shoulders	3
551	23294	Knight-Captain's Dragonhide Chestpiece	5
551	23295	Knight-Captain's Dragonhide Leggings	7
551	23281	Knight-Lieutenant's Dragonhide Treads	8
551	23280	Knight-Lieutenant's Dragonhide Grips	10
552	21846	Spellfire Belt	6
552	21847	Spellfire Gloves	10
552	21848	Spellfire Robe	20
553	21869	Frozen Shadoweave Shoulders	3
553	21870	Frozen Shadoweave Boots	8
553	21871	Frozen Shadoweave Robe	20
554	21874	Primal Mooncloth Shoulders	3
554	21873	Primal Mooncloth Belt	6
554	21875	Primal Mooncloth Robe	20
555	21855	Netherweave Tunic	5
555	21850	Netherweave Belt	6
555	21852	Netherweave Pants	7
555	21853	Netherweave Boots	8
555	21849	Netherweave Bracers	9
555	21851	Netherweave Gloves	10
555	21854	Netherweave Robe	20
556	21862	Imbued Netherweave Tunic	5
556	21859	Imbued Netherweave Pants	7
556	21860	Imbued Netherweave Boots	8
556	21861	Imbued Netherweave Robe	20
557	21864	Soulcloth Shoulders	3
557	21865	Soulcloth Vest	5
557	21863	Soulcloth Gloves	10
558	21867	Arcanoweave Boots	8
558	21866	Arcanoweave Bracers	9
558	21868	Arcanoweave Robe	20
559	24266	Spellstrike Hood	1
559	24262	Spellstrike Pants	7
560	23489	Fel Iron Breastplate	5
560	23484	Fel Iron Plate Belt	6
560	23488	Fel Iron Plate Pants	7
560	23487	Fel Iron Plate Boots	8
560	23482	Fel Iron Plate Gloves	10
561	23493	Fel Iron Chain Coif	1
561	23490	Fel Iron Chain Tunic	5
561	23494	Fel Iron Chain Bracers	9
561	23491	Fel Iron Chain Gloves	10
562	23507	Adamantite Breastplate	5
562	23506	Adamantite Plate Bracers	9
562	23508	Adamantite Plate Gloves	10
563	23509	Enchanted Adamantite Breastplate	5
563	23510	Enchanted Adamantite Belt	6
563	23512	Enchanted Adamantite Leggings	7
563	23511	Enchanted Adamantite Boots	8
564	23516	Flamebane Helm	1
564	23513	Flamebane Breastplate	5
564	23515	Flamebane Bracers	9
564	23514	Flamebane Gloves	10
565	23524	Khorium Belt	6
565	23523	Khorium Pants	7
565	23525	Khorium Boots	8
566	23521	Ragesteel Helm	1
566	33173	Ragesteel Shoulders	3
566	23522	Ragesteel Breastplate	5
566	23520	Ragesteel Gloves	10
567	24545	Gladiator's Plate Helm	1
567	30488	Merciless Gladiator's Plate Helm	1
567	33730	Vengeful Gladiator's Plate Helm	1
567	35068	Brutal Gladiator's Plate Helm	1
567	42627	Merciless Gladiator's Plate Helm	1
567	24546	Gladiator's Plate Shoulders	3
567	30490	Merciless Gladiator's Plate Shoulders	3
567	33732	Vengeful Gladiator's Plate Shoulders	3
567	35070	Brutal Gladiator's Plate Shoulders	3
567	42629	Merciless Gladiator's Plate Shoulders	3
567	24544	Gladiator's Plate Chestpiece	5
567	30486	Merciless Gladiator's Plate Chestpiece	5
567	33728	Vengeful Gladiator's Plate Chestpiece	5
567	35066	Brutal Gladiator's Plate Chestpiece	5
567	42625	Merciless Gladiator's Plate Chestpiece	5
567	24547	Gladiator's Plate Legguards	7
567	30489	Merciless Gladiator's Plate Legguards	7
567	33731	Vengeful Gladiator's Plate Legguards	7
567	35069	Brutal Gladiator's Plate Legguards	7
567	42628	Merciless Gladiator's Plate Legguards	7
567	24549	Gladiator's Plate Gauntlets	10
567	30487	Merciless Gladiator's Plate Gauntlets	10
567	33729	Vengeful Gladiator's Plate Gauntlets	10
567	35067	Brutal Gladiator's Plate Gauntlets	10
567	42626	Merciless Gladiator's Plate Gauntlets	10
568	24553	Gladiator's Dreadweave Hood	1
568	31974	Merciless Gladiator's Dreadweave Hood	1
568	33677	Vengeful Gladiator's Dreadweave Hood	1
568	35004	Brutal Gladiator's Dreadweave Hood	1
568	24554	Gladiator's Dreadweave Mantle	3
568	31976	Merciless Gladiator's Dreadweave Mantle	3
568	33679	Vengeful Gladiator's Dreadweave Mantle	3
568	35006	Brutal Gladiator's Dreadweave Mantle	3
568	24555	Gladiator's Dreadweave Leggings	7
568	31975	Merciless Gladiator's Dreadweave Leggings	7
568	33678	Vengeful Gladiator's Dreadweave Leggings	7
568	35005	Brutal Gladiator's Dreadweave Leggings	7
568	24556	Gladiator's Dreadweave Gloves	10
568	31973	Merciless Gladiator's Dreadweave Gloves	10
568	33676	Vengeful Gladiator's Dreadweave Gloves	10
568	35003	Brutal Gladiator's Dreadweave Gloves	10
568	24552	Gladiator's Dreadweave Robe	20
568	31977	Merciless Gladiator's Dreadweave Robe	20
568	33680	Vengeful Gladiator's Dreadweave Robe	20
568	35007	Brutal Gladiator's Dreadweave Robe	20
569	23519	Felsteel Helm	1
569	23518	Felsteel Leggings	7
569	23517	Felsteel Gloves	10
570	24255	Unyielding Girdle	6
570	24249	Unyielding Bracers	9
571	24264	Whitemend Hood	1
571	24261	Whitemend Pants	7
572	24267	Battlecast Hood	1
572	24263	Battlecast Pants	7
573	25687	Fel Leather Leggings	7
573	25686	Fel Leather Boots	8
573	25685	Fel Leather Gloves	10
574	25689	Heavy Clefthoof Vest	5
574	25690	Heavy Clefthoof Leggings	7
574	25691	Heavy Clefthoof Boots	8
575	25696	Felstalker Breastplate	5
575	25695	Felstalker Belt	6
575	25697	Felstalker Bracers	9
576	25694	Netherfury Belt	6
576	25692	Netherfury Leggings	7
576	25693	Netherfury Boots	8
577	25830	Gladiator's Leather Helm	1
577	31999	Merciless Gladiator's Leather Helm	1
577	33701	Vengeful Gladiator's Leather Helm	1
577	35033	Brutal Gladiator's Leather Helm	1
577	42691	Merciless Gladiator's Leather Helm	1
577	42696	Merciless Gladiator's Leather Helm	1
577	25832	Gladiator's Leather Spaulders	3
577	32001	Merciless Gladiator's Leather Spaulders	3
577	33703	Vengeful Gladiator's Leather Spaulders	3
577	35035	Brutal Gladiator's Leather Spaulders	3
577	42693	Merciless Gladiator's Leather Spaulders	3
577	42698	Merciless Gladiator's Leather Spaulders	3
577	25831	Gladiator's Leather Tunic	5
577	32002	Merciless Gladiator's Leather Tunic	5
577	33704	Vengeful Gladiator's Leather Tunic	5
577	35036	Brutal Gladiator's Leather Tunic	5
577	42694	Merciless Gladiator's Leather Tunic	5
577	42699	Merciless Gladiator's Leather Tunic	5
577	25833	Gladiator's Leather Legguards	7
577	32000	Merciless Gladiator's Leather Legguards	7
577	33702	Vengeful Gladiator's Leather Legguards	7
577	35034	Brutal Gladiator's Leather Legguards	7
577	42692	Merciless Gladiator's Leather Legguards	7
577	42697	Merciless Gladiator's Leather Legguards	7
577	25834	Gladiator's Leather Gloves	10
577	31998	Merciless Gladiator's Leather Gloves	10
577	33700	Vengeful Gladiator's Leather Gloves	10
577	35032	Brutal Gladiator's Leather Gloves	10
577	42690	Merciless Gladiator's Leather Gloves	10
577	42695	Merciless Gladiator's Leather Gloves	10
578	25998	Gladiator's Linked Helm	1
578	32006	Merciless Gladiator's Linked Helm	1
578	33708	Vengeful Gladiator's Linked Helm	1
578	35044	Brutal Gladiator's Linked Helm	1
578	42671	Gladiator's Linked Helm	1
578	25999	Gladiator's Linked Spaulders	3
578	32008	Merciless Gladiator's Linked Spaulders	3
578	33710	Vengeful Gladiator's Linked Spaulders	3
578	35046	Brutal Gladiator's Linked Spaulders	3
578	42673	Gladiator's Linked Spaulders	3
578	25997	Gladiator's Linked Armor	5
578	32004	Merciless Gladiator's Linked Armor	5
578	42669	Gladiator's Linked Armor	5
578	26001	Gladiator's Linked Leggings	7
578	32007	Merciless Gladiator's Linked Leggings	7
578	33709	Vengeful Gladiator's Linked Leggings	7
578	35045	Brutal Gladiator's Linked Leggings	7
578	42672	Gladiator's Linked Leggings	7
578	26000	Gladiator's Linked Gauntlets	10
578	32005	Merciless Gladiator's Linked Gauntlets	10
578	33707	Vengeful Gladiator's Linked Gauntlets	10
578	35043	Brutal Gladiator's Linked Gauntlets	10
578	42670	Gladiator's Linked Gauntlets	10
578	33706	Vengeful Gladiator's Linked Armor	20
578	35042	Brutal Gladiator's Linked Armor	20
579	25855	Gladiator's Silk Cowl	1
579	32048	Merciless Gladiator's Silk Cowl	1
579	33758	Vengeful Gladiator's Silk Cowl	1
579	35097	Brutal Gladiator's Silk Cowl	1
579	42714	Gladiator's Silk Cowl	1
579	25854	Gladiator's Silk Amice	3
579	32047	Merciless Gladiator's Silk Amice	3
579	33757	Vengeful Gladiator's Silk Amice	3
579	35096	Brutal Gladiator's Silk Amice	3
579	42713	Gladiator's Silk Amice	3
579	25858	Gladiator's Silk Trousers	7
579	32051	Merciless Gladiator's Silk Trousers	7
579	33761	Vengeful Gladiator's Silk Trousers	7
579	35100	Brutal Gladiator's Silk Trousers	7
579	42717	Gladiator's Silk Trousers	7
579	25857	Gladiator's Silk Handguards	10
579	32049	Merciless Gladiator's Silk Handguards	10
579	33759	Vengeful Gladiator's Silk Handguards	10
579	35098	Brutal Gladiator's Silk Handguards	10
579	42715	Gladiator's Silk Handguards	10
579	25856	Gladiator's Silk Raiment	20
579	32050	Merciless Gladiator's Silk Raiment	20
579	33760	Vengeful Gladiator's Silk Raiment	20
579	35099	Brutal Gladiator's Silk Raiment	20
579	42716	Gladiator's Silk Raiment	20
580	27471	Gladiator's Mail Helm	1
580	32011	Merciless Gladiator's Mail Helm	1
580	33713	Vengeful Gladiator's Mail Helm	1
580	35050	Brutal Gladiator's Mail Helm	1
580	42661	Merciless Gladiator's Mail Helm	1
580	27473	Gladiator's Mail Spaulders	3
580	32013	Merciless Gladiator's Mail Spaulders	3
580	33715	Vengeful Gladiator's Mail Spaulders	3
580	35052	Brutal Gladiator's Mail Spaulders	3
580	42663	Merciless Gladiator's Mail Spaulders	3
580	27469	Gladiator's Mail Armor	5
580	32009	Merciless Gladiator's Mail Armor	5
580	42659	Merciless Gladiator's Mail Armor	5
580	27472	Gladiator's Mail Leggings	7
580	32012	Merciless Gladiator's Mail Leggings	7
580	33714	Vengeful Gladiator's Mail Leggings	7
580	35051	Brutal Gladiator's Mail Leggings	7
580	42662	Merciless Gladiator's Mail Leggings	7
580	27470	Gladiator's Mail Gauntlets	10
580	32010	Merciless Gladiator's Mail Gauntlets	10
580	33712	Vengeful Gladiator's Mail Gauntlets	10
580	35049	Brutal Gladiator's Mail Gauntlets	10
580	42660	Merciless Gladiator's Mail Gauntlets	10
580	33711	Vengeful Gladiator's Mail Armor	20
580	35048	Brutal Gladiator's Mail Armor	20
581	27708	Gladiator's Satin Hood	1
581	32035	Merciless Gladiator's Satin Hood	1
581	33745	Vengeful Gladiator's Satin Hood	1
581	35084	Brutal Gladiator's Satin Hood	1
581	42709	Gladiator's Satin Hood	1
581	27710	Gladiator's Satin Mantle	3
581	32037	Merciless Gladiator's Satin Mantle	3
581	33747	Vengeful Gladiator's Satin Mantle	3
581	35086	Brutal Gladiator's Satin Mantle	3
581	42711	Gladiator's Satin Mantle	3
581	27709	Gladiator's Satin Leggings	7
581	32036	Merciless Gladiator's Satin Leggings	7
581	33746	Vengeful Gladiator's Satin Leggings	7
581	35085	Brutal Gladiator's Satin Leggings	7
581	42710	Gladiator's Satin Leggings	7
581	27707	Gladiator's Satin Gloves	10
581	32034	Merciless Gladiator's Satin Gloves	10
581	33744	Vengeful Gladiator's Satin Gloves	10
581	35083	Brutal Gladiator's Satin Gloves	10
581	42708	Gladiator's Satin Gloves	10
581	27711	Gladiator's Satin Robe	20
581	32038	Merciless Gladiator's Satin Robe	20
581	33748	Vengeful Gladiator's Satin Robe	20
581	35087	Brutal Gladiator's Satin Robe	20
581	42712	Gladiator's Satin Robe	20
582	27704	Gladiator's Lamellar Helm	1
582	31997	Merciless Gladiator's Lamellar Helm	1
582	33697	Vengeful Gladiator's Lamellar Helm	1
582	35029	Brutal Gladiator's Lamellar Helm	1
582	27706	Gladiator's Lamellar Shoulders	3
582	31996	Merciless Gladiator's Lamellar Shoulders	3
582	33699	Vengeful Gladiator's Lamellar Shoulders	3
582	35031	Brutal Gladiator's Lamellar Shoulders	3
582	27702	Gladiator's Lamellar Chestpiece	5
582	31992	Merciless Gladiator's Lamellar Chestpiece	5
582	33695	Vengeful Gladiator's Lamellar Chestpiece	5
582	35027	Brutal Gladiator's Lamellar Chestpiece	5
582	27705	Gladiator's Lamellar Legguards	7
582	31995	Merciless Gladiator's Lamellar Legguards	7
582	33698	Vengeful Gladiator's Lamellar Legguards	7
